account_id,district_id,frequency,Date,Account_type,,
1233,31,Monthly Issuance,1996-10-19,Savings account,,
1234,6,Monthly Issuance,1996-10-18,Salary account,,
1235,76,Monthly Issuance,1996-10-18,Salary account,,
1236,19,Monthly Issuance,1996-10-18,Savings account,,
1237,9,Monthly Issuance,1996-10-18,NRI account,,
1238,1,Monthly Issuance,1996-10-18,Salary account,,
1239,1,Monthly Issuance,1996-10-18,NRI account,,
1240,1,Monthly Issuance,1996-10-17,NRI account,,
1241,53,Monthly Issuance,1996-10-17,Savings account,,
1242,74,Issuance After a Transaction ,1996-10-17,Salary account,,
1243,1,Monthly Issuance,1996-10-16,Savings account,,
1244,68,Monthly Issuance,1996-10-16,Savings account,,
1245,68,Monthly Issuance,1996-10-16,NRI account,,
1246,58,Monthly Issuance,1996-10-16,Savings account,,
1247,25,Monthly Issuance,1996-10-15,NRI account,,
1248,22,Monthly Issuance,1996-10-15,Salary account,,
1249,67,Monthly Issuance,1996-10-15,Savings account,,
1250,62,Monthly Issuance,1996-10-15,Savings account,,
1251,34,Weekly Issuance,1996-10-15,NRI account,,
1252,13,Weekly Issuance,1996-10-14,NRI account,,
1253,5,Monthly Issuance,1996-10-14,NRI account,,
1254,74,Monthly Issuance,1996-10-14,NRI account,,
1255,68,Monthly Issuance,1996-10-13,Salary account,,
1256,38,Monthly Issuance,1996-10-13,Savings account,,
1257,66,Monthly Issuance,1996-10-13,NRI account,,
1258,3,Monthly Issuance,1996-10-13,Savings account,,
1259,72,Monthly Issuance,1996-10-13,NRI account,,
1260,5,Monthly Issuance,1996-10-13,Savings account,,
1261,52,Monthly Issuance,1996-10-13,NRI account,,
1262,29,Monthly Issuance,1996-10-12,Salary account,,
1263,30,Weekly Issuance,1996-10-12,Savings account,,
1264,1,Monthly Issuance,1996-10-12,NRI account,,
1265,49,Monthly Issuance,1996-10-11,Salary account,,
1266,57,Monthly Issuance,1996-10-11,NRI account,,
1267,43,Monthly Issuance,1996-10-11,Salary account,,
1268,74,Monthly Issuance,1996-10-10,Salary account,,
1269,52,Monthly Issuance,1996-10-10,NRI account,,
1270,55,Issuance After a Transaction ,1996-10-09,Salary account,,
1271,17,Monthly Issuance,1996-10-08,Savings account,,
1272,40,Weekly Issuance,1996-10-08,Salary account,,
1273,37,Monthly Issuance,1996-10-08,NRI account,,
1274,54,Weekly Issuance,1996-10-08,Savings account,,
1275,32,Monthly Issuance,1996-10-08,NRI account,,
1276,36,Monthly Issuance,1996-10-08,Salary account,,
1277,31,Monthly Issuance,1996-10-08,Salary account,,
1279,28,Monthly Issuance,1996-10-07,NRI account,,
1280,70,Monthly Issuance,1996-10-07,Savings account,,
1281,8,Monthly Issuance,1996-10-07,Savings account,,
1284,55,Monthly Issuance,1996-10-06,NRI account,,
1285,65,Monthly Issuance,1996-10-06,NRI account,,
1286,66,Issuance After a Transaction ,1996-10-06,Savings account,,
1287,35,Monthly Issuance,1996-10-06,NRI account,,
1288,11,Monthly Issuance,1996-10-05,Savings account,,
1289,72,Monthly Issuance,1996-10-05,NRI account,,
1291,1,Monthly Issuance,1996-10-05,NRI account,,
1292,3,Monthly Issuance,1996-10-05,NRI account,,
1293,40,Monthly Issuance,1996-10-04,Salary account,,
1294,71,Monthly Issuance,1996-10-04,Salary account,,
1295,15,Monthly Issuance,1996-10-04,Salary account,,
1296,50,Monthly Issuance,1996-10-04,Savings account,,
1297,70,Monthly Issuance,1996-10-04,Salary account,,
1298,7,Monthly Issuance,1996-10-03,Salary account,,
1299,1,Monthly Issuance,1996-10-03,Salary account,,
1301,18,Monthly Issuance,1996-10-03,NRI account,,
1302,55,Monthly Issuance,1996-10-02,Salary account,,
1303,23,Monthly Issuance,1996-10-02,Salary account,,
1304,40,Monthly Issuance,1996-10-02,Savings account,,
1305,57,Monthly Issuance,1996-10-02,Savings account,,
1306,1,Monthly Issuance,1996-10-02,Savings account,,
1307,56,Monthly Issuance,1996-10-02,NRI account,,
1308,54,Monthly Issuance,1996-10-01,Savings account,,
1309,1,Monthly Issuance,1996-10-01,Savings account,,
1310,1,Monthly Issuance,1996-09-29,Salary account,,
1311,60,Monthly Issuance,1996-09-29,NRI account,,
1312,23,Monthly Issuance,1996-09-29,Savings account,,
1313,45,Monthly Issuance,1996-09-29,NRI account,,
1314,48,Monthly Issuance,1996-09-29,NRI account,,
1315,13,Monthly Issuance,1996-09-29,Salary account,,
1316,42,Monthly Issuance,1996-09-29,Salary account,,
1317,56,Monthly Issuance,1996-09-28,Salary account,,
1318,56,Monthly Issuance,1996-09-28,Salary account,,
1319,56,Issuance After a Transaction ,1996-09-27,Salary account,,
1320,58,Monthly Issuance,1996-09-27,Savings account,,
1321,60,Monthly Issuance,1996-09-27,NRI account,,
1322,17,Monthly Issuance,1996-09-27,Salary account,,
1323,43,Monthly Issuance,1996-09-27,NRI account,,
1324,42,Monthly Issuance,1996-09-26,Savings account,,
1325,26,Monthly Issuance,1996-09-26,Savings account,,
1326,52,Monthly Issuance,1996-09-25,NRI account,,
1327,65,Monthly Issuance,1996-09-25,Savings account,,
1328,8,Monthly Issuance,1996-09-25,Savings account,,
1329,53,Monthly Issuance,1996-09-25,Savings account,,
1330,68,Monthly Issuance,1996-09-25,NRI account,,
1331,59,Monthly Issuance,1996-09-25,NRI account,,
1332,59,Monthly Issuance,1996-09-25,NRI account,,
1333,21,Monthly Issuance,1996-09-24,Savings account,,
1334,74,Monthly Issuance,1996-09-24,Savings account,,
1335,54,Monthly Issuance,1996-09-23,Savings account,,
1336,5,Monthly Issuance,1996-09-23,Savings account,,
1337,23,Monthly Issuance,1996-09-23,NRI account,,
1338,74,Monthly Issuance,1996-09-23,Salary account,,
1339,76,Monthly Issuance,1996-09-22,Salary account,,
1340,52,Monthly Issuance,1996-09-22,NRI account,,
1341,36,Monthly Issuance,1996-09-22,NRI account,,
1342,9,Monthly Issuance,1996-09-22,Savings account,,
1344,12,Issuance After a Transaction ,1996-09-21,Savings account,,
1345,28,Monthly Issuance,1996-09-21,NRI account,,
1346,74,Monthly Issuance,1996-09-21,Salary account,,
1347,8,Monthly Issuance,1996-09-20,Salary account,,
1348,55,Monthly Issuance,1996-09-20,Savings account,,
1349,75,Monthly Issuance,1996-09-20,NRI account,,
1350,21,Weekly Issuance,1996-09-19,NRI account,,
1351,40,Monthly Issuance,1996-09-19,Savings account,,
1352,1,Monthly Issuance,1996-09-19,Savings account,,
1353,51,Monthly Issuance,1996-09-19,NRI account,,
1354,31,Monthly Issuance,1996-09-19,NRI account,,
1355,1,Monthly Issuance,1996-09-18,Savings account,,
1356,39,Monthly Issuance,1996-09-18,Savings account,,
1357,56,Monthly Issuance,1996-09-18,NRI account,,
1358,39,Monthly Issuance,1996-09-18,NRI account,,
1359,8,Monthly Issuance,1996-09-17,NRI account,,
1360,71,Monthly Issuance,1996-09-17,Savings account,,
1361,46,Monthly Issuance,1996-09-17,Salary account,,
1362,1,Monthly Issuance,1996-09-17,NRI account,,
1363,11,Monthly Issuance,1996-09-16,Savings account,,
1365,42,Monthly Issuance,1996-09-16,Salary account,,
1366,60,Monthly Issuance,1996-09-16,Savings account,,
1367,74,Monthly Issuance,1996-09-16,Savings account,,
1368,22,Monthly Issuance,1996-09-16,Salary account,,
1369,32,Monthly Issuance,1996-09-16,NRI account,,
1370,52,Monthly Issuance,1996-09-16,NRI account,,
1371,1,Monthly Issuance,1996-09-15,Savings account,,
1372,1,Monthly Issuance,1996-09-15,NRI account,,
1373,47,Monthly Issuance,1996-09-15,Salary account,,
1374,53,Monthly Issuance,1996-09-14,Salary account,,
1375,19,Monthly Issuance,1996-09-14,NRI account,,
1376,64,Monthly Issuance,1996-09-14,Savings account,,
1377,1,Monthly Issuance,1996-09-14,Salary account,,
1378,59,Monthly Issuance,1996-09-13,NRI account,,
1379,47,Monthly Issuance,1996-09-13,NRI account,,
1380,53,Monthly Issuance,1996-09-13,Salary account,,
1381,57,Monthly Issuance,1996-09-12,NRI account,,
1382,48,Monthly Issuance,1996-09-12,Savings account,,
1383,11,Monthly Issuance,1996-09-11,Savings account,,
1384,74,Weekly Issuance,1996-09-11,Salary account,,
1385,53,Monthly Issuance,1996-09-11,Salary account,,
1387,67,Monthly Issuance,1996-09-11,NRI account,,
1388,29,Monthly Issuance,1996-09-10,Salary account,,
1389,34,Monthly Issuance,1996-09-10,Salary account,,
1390,69,Monthly Issuance,1996-09-10,Salary account,,
1391,15,Monthly Issuance,1996-09-09,Salary account,,
1392,60,Monthly Issuance,1996-09-09,Savings account,,
1393,1,Monthly Issuance,1996-09-09,Savings account,,
1394,32,Monthly Issuance,1996-09-08,Salary account,,
1395,1,Monthly Issuance,1996-09-08,Savings account,,
1396,46,Monthly Issuance,1996-09-08,Savings account,,
1397,17,Monthly Issuance,1996-09-08,Savings account,,
1398,62,Monthly Issuance,1996-09-07,Savings account,,
1399,45,Monthly Issuance,1996-09-07,Savings account,,
1401,1,Monthly Issuance,1996-09-07,Salary account,,
1402,74,Monthly Issuance,1996-09-07,NRI account,,
1403,17,Monthly Issuance,1996-09-06,Savings account,,
1404,7,Weekly Issuance,1996-09-06,Salary account,,
1405,53,Monthly Issuance,1996-09-06,Salary account,,
1406,50,Monthly Issuance,1996-09-05,Salary account,,
1407,19,Issuance After a Transaction ,1996-09-05,Salary account,,
1408,10,Monthly Issuance,1996-09-05,Savings account,,
1410,74,Monthly Issuance,1996-09-05,Salary account,,
1411,54,Monthly Issuance,1996-09-04,Salary account,,
1412,64,Monthly Issuance,1996-09-04,Salary account,,
1413,65,Monthly Issuance,1996-09-04,NRI account,,
1414,58,Monthly Issuance,1996-09-04,Savings account,,
1416,66,Weekly Issuance,1996-09-03,Salary account,,
1417,75,Monthly Issuance,1996-09-03,Salary account,,
1418,35,Monthly Issuance,1996-09-03,Savings account,,
1419,33,Monthly Issuance,1996-09-03,Savings account,,
1420,68,Monthly Issuance,1996-09-02,Salary account,,
1421,71,Monthly Issuance,1996-09-02,Savings account,,
1422,68,Monthly Issuance,1996-09-02,Savings account,,
1423,76,Monthly Issuance,1996-09-01,Salary account,,
1424,32,Monthly Issuance,1996-08-30,NRI account,,
1425,76,Monthly Issuance,1996-08-30,Savings account,,
1426,40,Monthly Issuance,1996-08-30,Savings account,,
1427,17,Monthly Issuance,1996-08-30,Savings account,,
1429,57,Monthly Issuance,1996-08-30,Salary account,,
1430,26,Monthly Issuance,1996-08-30,Salary account,,
1431,41,Monthly Issuance,1996-08-30,NRI account,,
1432,27,Monthly Issuance,1996-08-30,NRI account,,
1434,70,Monthly Issuance,1996-08-29,Savings account,,
1435,1,Monthly Issuance,1996-08-29,Salary account,,
1436,3,Monthly Issuance,1996-08-29,Salary account,,
1437,50,Monthly Issuance,1996-08-29,Salary account,,
1438,23,Weekly Issuance,1996-08-29,Salary account,,
1439,11,Monthly Issuance,1996-08-28,NRI account,,
1440,55,Monthly Issuance,1996-08-28,NRI account,,
1441,50,Monthly Issuance,1996-08-28,Salary account,,
1442,23,Monthly Issuance,1996-08-28,NRI account,,
1443,54,Monthly Issuance,1996-08-28,NRI account,,
1444,70,Monthly Issuance,1996-08-27,NRI account,,
1445,60,Monthly Issuance,1996-08-27,Salary account,,
1446,57,Monthly Issuance,1996-08-27,Salary account,,
1447,65,Monthly Issuance,1996-08-27,Savings account,,
1448,1,Monthly Issuance,1996-08-27,NRI account,,
1449,35,Monthly Issuance,1996-08-27,Salary account,,
1450,63,Monthly Issuance,1996-08-26,Savings account,,
1451,64,Monthly Issuance,1996-08-26,Savings account,,
1452,45,Monthly Issuance,1996-08-26,Savings account,,
1453,61,Weekly Issuance,1996-08-26,Savings account,,
1454,46,Monthly Issuance,1996-08-25,NRI account,,
1455,66,Monthly Issuance,1996-08-25,Salary account,,
1456,9,Monthly Issuance,1996-08-25,Salary account,,
1458,29,Monthly Issuance,1996-08-24,Salary account,,
1459,12,Monthly Issuance,1996-08-24,NRI account,,
1460,54,Monthly Issuance,1996-08-24,NRI account,,
1461,73,Monthly Issuance,1996-08-24,Savings account,,
1463,32,Monthly Issuance,1996-08-23,NRI account,,
1464,73,Monthly Issuance,1996-08-23,NRI account,,
1465,30,Monthly Issuance,1996-08-23,NRI account,,
1466,69,Weekly Issuance,1996-08-23,Salary account,,
1467,37,Monthly Issuance,1996-08-23,NRI account,,
1468,54,Monthly Issuance,1996-08-23,NRI account,,
1469,67,Monthly Issuance,1996-08-23,NRI account,,
1470,19,Monthly Issuance,1996-08-23,Salary account,,
1471,1,Monthly Issuance,1996-08-22,Salary account,,
1472,2,Monthly Issuance,1996-08-22,Salary account,,
1473,39,Monthly Issuance,1996-08-21,Savings account,,
1474,63,Monthly Issuance,1996-08-21,NRI account,,
1475,1,Weekly Issuance,1996-08-21,NRI account,,
1476,61,Monthly Issuance,1996-08-20,Savings account,,
1477,1,Monthly Issuance,1996-08-20,Salary account,,
1478,5,Monthly Issuance,1996-08-20,Salary account,,
1479,54,Monthly Issuance,1996-08-20,Savings account,,
1480,41,Weekly Issuance,1996-08-19,Savings account,,
1481,15,Monthly Issuance,1996-08-19,NRI account,,
1482,38,Monthly Issuance,1996-08-19,Savings account,,
1483,10,Monthly Issuance,1996-08-19,Salary account,,
1484,70,Monthly Issuance,1996-08-19,Salary account,,
1485,36,Monthly Issuance,1996-08-19,NRI account,,
1486,63,Monthly Issuance,1996-08-19,NRI account,,
1487,66,Monthly Issuance,1996-08-19,Savings account,,
1488,25,Monthly Issuance,1996-08-18,Salary account,,
1490,5,Monthly Issuance,1996-08-18,NRI account,,
1491,47,Monthly Issuance,1996-08-18,NRI account,,
1492,24,Monthly Issuance,1996-08-18,Salary account,,
1493,41,Monthly Issuance,1996-08-18,NRI account,,
1494,1,Monthly Issuance,1996-08-17,NRI account,,
1495,36,Monthly Issuance,1996-08-17,NRI account,,
1496,57,Monthly Issuance,1996-08-16,Savings account,,
1497,1,Monthly Issuance,1996-08-16,NRI account,,
1498,62,Weekly Issuance,1996-08-16,NRI account,,
1499,47,Monthly Issuance,1996-08-15,NRI account,,
1500,43,Monthly Issuance,1996-08-15,Savings account,,
1501,50,Monthly Issuance,1996-08-15,NRI account,,
1502,1,Monthly Issuance,1996-08-15,NRI account,,
1503,71,Monthly Issuance,1996-08-15,Savings account,,
1504,1,Monthly Issuance,1996-08-14,NRI account,,
1505,69,Monthly Issuance,1996-08-14,Savings account,,
1506,51,Monthly Issuance,1996-08-14,Savings account,,
1507,35,Monthly Issuance,1996-08-14,NRI account,,
1508,69,Monthly Issuance,1996-08-13,Savings account,,
1509,51,Monthly Issuance,1996-08-13,NRI account,,
1510,33,Monthly Issuance,1996-08-13,Salary account,,
1511,51,Issuance After a Transaction ,1996-08-13,NRI account,,
1512,1,Monthly Issuance,1996-08-13,NRI account,,
1513,30,Monthly Issuance,1996-08-13,Salary account,,
1514,7,Monthly Issuance,1996-08-12,Salary account,,
1515,11,Monthly Issuance,1996-08-12,Savings account,,
1516,67,Monthly Issuance,1996-08-12,Savings account,,
1517,5,Monthly Issuance,1996-08-11,NRI account,,
1518,67,Monthly Issuance,1996-08-11,NRI account,,
1519,9,Monthly Issuance,1996-08-11,Savings account,,
1520,48,Monthly Issuance,1996-08-11,Savings account,,
1521,74,Monthly Issuance,1996-08-10,Savings account,,
1522,48,Monthly Issuance,1996-08-10,Salary account,,
1523,52,Issuance After a Transaction ,1996-08-10,NRI account,,
1524,6,Monthly Issuance,1996-08-09,NRI account,,
1525,57,Monthly Issuance,1996-08-09,NRI account,,
1526,52,Monthly Issuance,1996-08-09,Salary account,,
1527,31,Issuance After a Transaction ,1996-08-09,Savings account,,
1528,50,Monthly Issuance,1996-08-09,Savings account,,
1529,1,Monthly Issuance,1996-08-09,Salary account,,
1530,70,Monthly Issuance,1996-08-08,NRI account,,
1532,54,Monthly Issuance,1996-08-08,Savings account,,
1534,1,Monthly Issuance,1996-08-08,Savings account,,
1535,46,Monthly Issuance,1996-08-08,Savings account,,
1536,41,Weekly Issuance,1996-08-08,Savings account,,
1537,54,Monthly Issuance,1996-08-08,NRI account,,
1538,22,Monthly Issuance,1996-08-08,NRI account,,
1539,1,Issuance After a Transaction ,1996-08-08,Savings account,,
1540,1,Monthly Issuance,1996-08-07,Salary account,,
1541,60,Monthly Issuance,1996-08-07,NRI account,,
1542,1,Monthly Issuance,1996-08-07,Salary account,,
1543,1,Monthly Issuance,1996-08-07,Savings account,,
1544,69,Monthly Issuance,1996-08-07,NRI account,,
1545,1,Monthly Issuance,1996-08-06,Salary account,,
1546,15,Monthly Issuance,1996-08-06,Salary account,,
1547,72,Monthly Issuance,1996-08-06,NRI account,,
1548,47,Monthly Issuance,1996-08-05,Savings account,,
1549,21,Monthly Issuance,1996-08-05,Savings account,,
1550,1,Monthly Issuance,1996-08-05,Salary account,,
1551,72,Monthly Issuance,1996-08-05,Savings account,,
1552,18,Monthly Issuance,1996-08-04,Savings account,,
1553,59,Monthly Issuance,1996-08-04,NRI account,,
1554,47,Monthly Issuance,1996-08-04,NRI account,,
1555,34,Monthly Issuance,1996-08-04,Savings account,,
1556,54,Monthly Issuance,1996-08-04,Savings account,,
1557,66,Monthly Issuance,1996-08-03,Savings account,,
1558,32,Monthly Issuance,1996-08-03,NRI account,,
1559,14,Monthly Issuance,1996-08-03,Salary account,,
1560,62,Monthly Issuance,1996-08-02,Savings account,,
1561,66,Monthly Issuance,1996-08-02,NRI account,,
1562,1,Monthly Issuance,1996-08-01,Savings account,,
1563,47,Monthly Issuance,1996-08-01,Salary account,,
1564,48,Monthly Issuance,1996-07-30,Savings account,,
1565,36,Monthly Issuance,1996-07-30,NRI account,,
1566,73,Monthly Issuance,1996-07-29,Savings account,,
1567,10,Monthly Issuance,1996-07-29,NRI account,,
1568,23,Monthly Issuance,1996-07-29,Savings account,,
1570,1,Monthly Issuance,1996-07-29,Salary account,,
1571,66,Monthly Issuance,1996-07-28,Salary account,,
1572,72,Monthly Issuance,1996-07-28,NRI account,,
1573,63,Monthly Issuance,1996-07-28,Savings account,,
1574,75,Monthly Issuance,1996-07-28,NRI account,,
1575,1,Monthly Issuance,1996-07-28,Savings account,,
1576,35,Weekly Issuance,1996-07-28,Salary account,,
1577,67,Monthly Issuance,1996-07-28,NRI account,,
1578,48,Monthly Issuance,1996-07-27,Savings account,,
1579,57,Monthly Issuance,1996-07-27,Salary account,,
1580,69,Monthly Issuance,1996-07-27,Salary account,,
1581,39,Monthly Issuance,1996-07-27,Savings account,,
1582,28,Monthly Issuance,1996-07-27,Savings account,,
1583,69,Issuance After a Transaction ,1996-07-26,NRI account,,
1584,30,Monthly Issuance,1996-07-26,Savings account,,
1585,42,Monthly Issuance,1996-07-25,NRI account,,
1586,1,Monthly Issuance,1996-07-25,Salary account,,
1587,1,Monthly Issuance,1996-07-25,NRI account,,
1588,67,Monthly Issuance,1996-07-25,Savings account,,
1589,37,Monthly Issuance,1996-07-25,NRI account,,
1590,77,Monthly Issuance,1996-07-23,NRI account,,
1591,65,Monthly Issuance,1996-07-23,Salary account,,
1592,38,Monthly Issuance,1996-07-23,Salary account,,
1593,16,Monthly Issuance,1996-07-22,Salary account,,
1594,15,Monthly Issuance,1996-07-22,NRI account,,
1596,70,Monthly Issuance,1996-07-22,NRI account,,
1597,68,Monthly Issuance,1996-07-22,Savings account,,
1598,15,Monthly Issuance,1996-07-22,NRI account,,
1599,57,Monthly Issuance,1996-07-22,NRI account,,
1600,1,Monthly Issuance,1996-07-22,NRI account,,
1601,10,Monthly Issuance,1996-07-22,Salary account,,
1602,33,Monthly Issuance,1996-07-22,Salary account,,
1603,1,Monthly Issuance,1996-07-21,Salary account,,
1604,54,Monthly Issuance,1996-07-21,NRI account,,
1605,72,Monthly Issuance,1996-07-21,Salary account,,
1606,23,Monthly Issuance,1996-07-21,Savings account,,
1607,71,Monthly Issuance,1996-07-21,NRI account,,
1608,26,Monthly Issuance,1996-07-21,Salary account,,
1609,41,Monthly Issuance,1996-07-21,NRI account,,
1610,52,Monthly Issuance,1996-07-21,Savings account,,
1611,69,Monthly Issuance,1996-07-21,Savings account,,
1612,66,Monthly Issuance,1996-07-20,Savings account,,
1613,1,Monthly Issuance,1996-07-20,Savings account,,
1614,63,Monthly Issuance,1996-07-20,NRI account,,
1615,1,Monthly Issuance,1996-07-19,Salary account,,
1616,22,Monthly Issuance,1996-07-19,Salary account,,
1617,45,Monthly Issuance,1996-07-19,NRI account,,
1618,6,Monthly Issuance,1996-07-18,NRI account,,
1619,38,Monthly Issuance,1996-07-18,Salary account,,
1620,17,Monthly Issuance,1996-07-18,Savings account,,
1621,75,Monthly Issuance,1996-07-18,Salary account,,
1622,19,Monthly Issuance,1996-07-18,NRI account,,
1623,1,Monthly Issuance,1996-07-17,Salary account,,
1624,53,Monthly Issuance,1996-07-17,NRI account,,
1625,1,Monthly Issuance,1996-07-17,NRI account,,
1626,3,Monthly Issuance,1996-07-16,Salary account,,
1627,1,Monthly Issuance,1996-07-16,Savings account,,
1628,60,Monthly Issuance,1996-07-16,Salary account,,
1629,10,Monthly Issuance,1996-07-16,NRI account,,
1630,72,Monthly Issuance,1996-07-16,NRI account,,
1631,10,Monthly Issuance,1996-07-15,Savings account,,
1632,18,Weekly Issuance,1996-07-14,Savings account,,
1633,51,Monthly Issuance,1996-07-14,NRI account,,
1634,77,Monthly Issuance,1996-07-14,Salary account,,
1635,19,Monthly Issuance,1996-07-14,Salary account,,
1636,53,Monthly Issuance,1996-07-13,NRI account,,
1637,1,Monthly Issuance,1996-07-13,NRI account,,
1638,6,Weekly Issuance,1996-07-13,Savings account,,
1640,13,Monthly Issuance,1996-07-13,NRI account,,
1641,50,Monthly Issuance,1996-07-13,NRI account,,
1642,64,Monthly Issuance,1996-07-13,Salary account,,
1644,1,Monthly Issuance,1996-07-12,NRI account,,
1645,50,Monthly Issuance,1996-07-12,NRI account,,
1646,1,Weekly Issuance,1996-07-12,Salary account,,
1647,1,Monthly Issuance,1996-07-12,Savings account,,
1648,40,Monthly Issuance,1996-07-12,Salary account,,
1649,46,Monthly Issuance,1996-07-12,Savings account,,
1650,39,Monthly Issuance,1996-07-11,Savings account,,
1651,34,Monthly Issuance,1996-07-11,NRI account,,
1652,74,Monthly Issuance,1996-07-11,NRI account,,
1653,1,Monthly Issuance,1996-07-11,NRI account,,
1654,30,Monthly Issuance,1996-07-10,Savings account,,
1655,41,Monthly Issuance,1996-07-10,NRI account,,
1656,47,Monthly Issuance,1996-07-10,Salary account,,
1657,12,Monthly Issuance,1996-07-10,Salary account,,
1658,73,Monthly Issuance,1996-07-10,Salary account,,
1659,46,Monthly Issuance,1996-07-10,Savings account,,
1660,1,Monthly Issuance,1996-07-09,Savings account,,
1662,1,Monthly Issuance,1996-07-09,Salary account,,
1663,55,Monthly Issuance,1996-07-09,Savings account,,
1664,56,Monthly Issuance,1996-07-08,Salary account,,
1665,73,Monthly Issuance,1996-07-08,NRI account,,
1666,67,Monthly Issuance,1996-07-08,Savings account,,
1667,56,Monthly Issuance,1996-07-08,Savings account,,
1668,62,Monthly Issuance,1996-07-08,NRI account,,
1669,39,Monthly Issuance,1996-07-08,Savings account,,
1670,12,Monthly Issuance,1996-07-08,Salary account,,
1671,6,Monthly Issuance,1996-07-08,NRI account,,
1672,5,Monthly Issuance,1996-07-08,Savings account,,
1673,53,Monthly Issuance,1996-07-08,Savings account,,
1674,1,Monthly Issuance,1996-07-07,NRI account,,
1675,36,Monthly Issuance,1996-07-07,NRI account,,
1677,69,Monthly Issuance,1996-07-06,Savings account,,
1678,1,Monthly Issuance,1996-07-06,Savings account,,
1679,68,Monthly Issuance,1996-07-06,Salary account,,
1680,59,Monthly Issuance,1996-07-06,NRI account,,
1681,68,Monthly Issuance,1996-07-06,NRI account,,
1682,49,Monthly Issuance,1996-07-06,Salary account,,
1683,77,Monthly Issuance,1996-07-06,Savings account,,
1684,32,Weekly Issuance,1996-07-05,NRI account,,
1685,28,Monthly Issuance,1996-07-05,NRI account,,
1686,11,Monthly Issuance,1996-07-05,Salary account,,
1687,23,Monthly Issuance,1996-07-05,NRI account,,
1688,70,Monthly Issuance,1996-07-05,NRI account,,
1689,55,Monthly Issuance,1996-07-04,NRI account,,
1690,16,Monthly Issuance,1996-07-04,Savings account,,
1691,48,Monthly Issuance,1996-07-04,Savings account,,
1692,56,Monthly Issuance,1996-07-04,Savings account,,
1693,1,Issuance After a Transaction ,1996-07-04,Savings account,,
1694,6,Weekly Issuance,1996-07-03,NRI account,,
1695,76,Monthly Issuance,1996-07-03,Savings account,,
1696,43,Monthly Issuance,1996-07-03,NRI account,,
1697,63,Monthly Issuance,1996-07-02,Savings account,,
1698,68,Monthly Issuance,1996-07-02,NRI account,,
1699,53,Monthly Issuance,1996-07-02,Salary account,,
1700,64,Monthly Issuance,1996-07-02,NRI account,,
1701,1,Monthly Issuance,1996-07-02,Savings account,,
1702,56,Monthly Issuance,1996-07-02,Salary account,,
1703,72,Monthly Issuance,1996-07-02,Savings account,,
1704,70,Monthly Issuance,1996-07-02,Savings account,,
1705,70,Monthly Issuance,1996-07-01,Salary account,,
1706,1,Monthly Issuance,1996-07-01,Savings account,,
1707,75,Monthly Issuance,1996-06-29,NRI account,,
1708,22,Monthly Issuance,1996-06-28,Salary account,,
1709,24,Monthly Issuance,1996-06-28,Savings account,,
1710,74,Monthly Issuance,1996-06-28,Salary account,,
1711,63,Monthly Issuance,1996-06-28,NRI account,,
1712,44,Monthly Issuance,1996-06-28,Savings account,,
1713,43,Monthly Issuance,1996-06-27,Savings account,,
1714,72,Monthly Issuance,1996-06-27,Savings account,,
1715,60,Monthly Issuance,1996-06-26,Savings account,,
1716,46,Monthly Issuance,1996-06-26,Savings account,,
1717,67,Monthly Issuance,1996-06-26,NRI account,,
1718,71,Monthly Issuance,1996-06-25,Salary account,,
1719,1,Monthly Issuance,1996-06-25,Savings account,,
1720,35,Monthly Issuance,1996-06-25,Salary account,,
1721,68,Monthly Issuance,1996-06-25,Savings account,,
1722,32,Monthly Issuance,1996-06-25,NRI account,,
1723,70,Monthly Issuance,1996-06-25,Salary account,,
1724,48,Monthly Issuance,1996-06-25,Savings account,,
1725,72,Issuance After a Transaction ,1996-06-25,NRI account,,
1726,48,Monthly Issuance,1996-06-25,NRI account,,
1727,9,Monthly Issuance,1996-06-25,Savings account,,
1728,74,Monthly Issuance,1996-06-25,Savings account,,
1729,53,Monthly Issuance,1996-06-24,NRI account,,
1730,1,Monthly Issuance,1996-06-24,NRI account,,
1731,33,Monthly Issuance,1996-06-24,NRI account,,
1732,51,Monthly Issuance,1996-06-23,Salary account,,
1733,18,Monthly Issuance,1996-06-23,NRI account,,
1734,37,Monthly Issuance,1996-06-23,Salary account,,
1735,42,Monthly Issuance,1996-06-23,Salary account,,
1736,74,Monthly Issuance,1996-06-22,NRI account,,
1737,77,Monthly Issuance,1996-06-22,Salary account,,
1738,15,Monthly Issuance,1996-06-22,Savings account,,
1739,3,Monthly Issuance,1996-06-22,Savings account,,
1740,57,Monthly Issuance,1996-06-21,NRI account,,
1741,21,Monthly Issuance,1996-06-21,Salary account,,
1742,68,Monthly Issuance,1996-06-20,NRI account,,
1743,51,Monthly Issuance,1996-06-20,NRI account,,
1744,76,Monthly Issuance,1996-06-20,NRI account,,
1745,53,Monthly Issuance,1996-06-20,Salary account,,
1746,1,Monthly Issuance,1996-06-20,Salary account,,
1747,30,Monthly Issuance,1996-06-20,Salary account,,
1749,64,Monthly Issuance,1996-06-19,NRI account,,
1750,1,Monthly Issuance,1996-06-19,NRI account,,
1751,53,Monthly Issuance,1996-06-19,NRI account,,
1752,68,Monthly Issuance,1996-06-18,Salary account,,
1753,71,Monthly Issuance,1996-06-18,NRI account,,
1754,52,Monthly Issuance,1996-06-18,Savings account,,
